start	end	text
7129000	7131000	humanoid, AMRs,
7131000	7133000	self-driving cars,
7133000	7135000	forklifts, manipulating arms,
7135000	7137000	they will all need one
7137000	7139000	thing. Giant stadiums, warehouses,
7139000	7141000	factories.
7141000	7143000	There can be factories that are robotic,
7143000	7145000	orchestrating factories, manufacturing
7145000	7147000	lines that are robotics, building cars
7147000	7149000	that are robotics. These
7149000	7151000	systems all need one thing.
7151000	7153000	They need a platform,
7153000	7155000	a digital platform,
7155000	7157000	a digital twin platform. And we call that
7157000	7159000	omniverse, the operating system
7159000	7161000	of the robotics world.
7161000	7163000	These are the five things that we
7163000	7165000	talked about today. What does NVIDIA
7165000	7167000	look like? What does NVIDIA look like
7167000	7169000	when we talk about GPUs?
7169000	7171000	There's a very different image that I have
7171000	7173000	when people ask me about GPUs.
7173000	7175000	First, I see a bunch of software
7175000	7177000	stacks and things like that. And second,
7177000	7179000	I see this. This is
7179000	7181000	what we announce to you today.
7181000	7183000	This is Blackwell. This is
7183000	7185000	the platform.
7189000	7191000	Amazing, amazing processors,
7191000	7193000	NVLink switches,
7193000	7195000	networking systems,
7195000	7197000	and the system design is a
7197000	7199000	miracle. This is Blackwell.
7199000	7201000	And this, to me, is what a GPU
7201000	7203000	looks like in my mind.
7203000	7205000	Thank you.
7211000	7213000	Listen, orange, green,
7213000	7215000	I think we have one more treat for everybody.
7215000	7217000	What do you think? Should we?
7219000	7221000	Okay, we have one more thing to show you.
7221000	7223000	Roll it.
7233000	7235000	Roll it.
7237000	7239000	Roll it.
7239000	7241000	Roll it.
7241000	7243000	Roll it.
7243000	7245000	Roll it.
7245000	7247000	Roll it.
7247000	7249000	Roll it.
7249000	7251000	Roll it.
7251000	7253000	Roll it.
7263000	7265000	Roll it.
7293000	7295000	Roll it.
7295000	7297000	Roll it.
7297000	7299000	Roll it.
7299000	7301000	Roll it.
7301000	7303000	Roll it.
7303000	7305000	Roll it.
7305000	7307000	Roll it.
7307000	7309000	Roll it.
7309000	7311000	Roll it.
7311000	7313000	Roll it.
7313000	7315000	Roll it.
7317000	7319000	Roll it.
7319000	7321000	Roll it.
7321000	7323000	Roll it.
7323000	7325000	Roll it.
7325000	7327000	Roll it.
7329000	7331000	Roll it.
7333000	7335000	Roll it.
7337000	7339000	1
7339000	7341000	1
7341000	7343000	1
7343000	7345000	1
7345000	7347000	1
7347000	7349000	1
7349000	7365860	Thank you, thank you, have a great, have a great GTC, thank you all for coming, thank
7365860	7366140	you.
7379000	7381000	Thank you, thank you, have a great, have a great GTC, thank you, have a great GTC, thank you.
7409000	7411000	Thank you, thank you, have a great, have a great GTC, thank you.
7439000	7441000	Thank you, thank you, have a great GTC, thank you.
